species,year,orig_grid
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2006,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2007,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2008,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2009,SK53H
species19,2010,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,2011,SK53H
species19,1999,SK53I
species19,2004,SK53K
species19,2005,SK53K
species19,2006,SK53K
species19,2004,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2004,SK53M
species19,2002,SK53M
species19,2002,SK53M
species19,2004,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2005,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2006,SK53M
species19,2007,SK53M
species19,2008,SK53M
species19,2009,SK53M
species19,2009,SK53M
species19,2002,SK53R
species19,2006,SK53R
species19,2000,SK53R
species19,2000,SK53R
species19,2001,SK53R
species19,2000,SK555315
species21,1999,SK53H
species21,1999,SK53H
species21,2000,SK53H
species21,2000,SK53H
species21,2000,SK53H
species21,2001,SK53H
species21,2001,SK53H
species21,2006,SK53H
species21,2009,SK53H
species21,2005,SK522327
species21,2000,SK535320
species21,2000,SK535320
species21,2000,SK535320
species21,1998,SK53G
species21,1999,SK53G
species21,2000,SK53G
species21,2001,SK53G
species21,2006,SK53G
species21,2006,SK53G
species21,2006,SK53G
species21,2007,SK53G
species21,2007,SK53G
species21,2007,SK53G
species21,2007,SK53G
species21,2007,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2008,SK53G
species21,2011,SK53G
species21,2008,SK53N
species21,2005,SK53M
species21,2006,SK53M
species21,2006,SK53M
species21,2001,SK53V
species21,2000,SK53D
species21,2000,SK53D
species21,2001,SK53D
species21,2001,SK53D
species21,2001,SK53D
species21,2001,SK53D
species21,2001,SK53D
species21,2007,SK53M
species21,2005,SK53M
species21,2005,SK53M
species21,2007,SK53M
species21,2007,SK53M
species21,2000,SK53L
species21,2007,SK53L
species21,2007,SK53L
species21,2007,SK53L
species21,2007,SK53L
species21,2007,SK53L
species21,2007,SK53L
species21,2010,SK53L
species21,2000,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2001,SK53T
species21,2002,SK53T
species21,2002,SK53T
species21,2003,SK53T
species21,1998,SK5635
species21,1999,SK5635
species21,2000,SK5635
species21,2004,SK5635
species21,2009,SK5635
species21,2010,SK5635
species21,1999,SK53F
species21,2004,SK53F
species21,2000,SK523306
species21,2000,SK53K
species21,2004,SK53K
species21,2004,SK53K
species21,2005,SK53K
species21,2005,SK53K
species21,2005,SK53K
species21,2005,SK53K
species21,2006,SK53K
species21,2006,SK53K
species21,2006,SK53K
species21,2007,SK53K
species21,2007,SK53K
species21,2007,SK53K
species21,2007,SK53K
species21,2008,SK53K
species21,2009,SK53K
species21,2009,SK53K
species21,2009,SK53K
species21,2009,SK53K
species21,2010,SK53K
species21,2010,SK53K
species21,2010,SK53K
species21,2000,SK53R
species21,2002,SK555315
species21,1999,SK53R
species21,1999,SK53R
species21,1999,SK53R
species21,2000,SK53R
species21,2000,SK53R
species21,2000,SK53R
species21,2000,SK53R
species21,2000,SK53R
species21,2001,SK53R
species21,2002,SK53R
species21,2005,SK53R
species21,2005,SK53R
species21,2005,SK53R
species21,2006,SK53R
species21,2006,SK53R
species21,2006,SK53R
species21,2007,SK53R
species21,2007,SK53R
species21,2007,SK53R
species21,2007,SK53R
species21,2000,SK53A
species21,2000,SK53A
species21,2000,SK53A
species21,2001,SK53A
species21,2010,SK53A
species21,2006,SK53T
species21,2008,SK53T
species21,2008,SK53T
species21,2001,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,1998,SK5036
species21,1998,SK5036
species21,1998,SK5036
species21,1998,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,1999,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2000,SK5036
species21,2001,SK5036
species21,2001,SK5036
species21,2001,SK5036
species21,2001,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2002,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2003,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2004,SK5036
species21,2005,SK5036
species21,2005,SK5036
species21,2005,SK5036
species21,2005,SK5036
species21,2005,SK5036
species21,2005,SK5036
species2,2002,SK5036
species2,1999,SK5036
species2,2000,SK5036
species2,2000,SK5036
species2,2000,SK5036
species2,2002,SK5036
species2,2002,SK5036
species2,2002,SK5036
species2,2003,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,2004,SK5036
species2,1999,SK532393
species2,1999,SK532393
species2,2000,SK532393
species2,2001,SK532393
species2,2001,SK532393
species2,2003,SK532393
species2,2003,SK532393
species2,2004,SK532393
species2,2004,SK532393
species2,2010,SK532393
species2,2002,SK535354
species2,2006,SK538346
species2,2007,SK538346
species2,1999,SK53A
species2,2005,SK53A
species2,1998,SK53D
species2,2000,SK53D
species2,2003,SK53D
species2,2004,SK53D
species2,2004,SK53D
species2,2004,SK53D
species2,2004,SK53D
species2,2005,SK53D
species2,2005,SK53D
species2,2005,SK53D
species2,2005,SK53D
species2,2005,SK53D
species2,2005,SK53D
species2,2006,SK53D
species2,2006,SK53D
species2,2006,SK53D
species2,2007,SK53D
species2,2007,SK53D
species2,2007,SK53D
species2,2008,SK53D
species2,2008,SK53D
species2,2008,SK53D
species2,2008,SK53D
species2,2009,SK53D
species2,2009,SK53D
species2,2010,SK53D
species2,2010,SK53D
species2,2010,SK53D
species2,2011,SK53D
species2,2011,SK53D
species2,1998,SK53D
species2,1998,SK53D
species2,1998,SK53D
species2,1999,SK53D
species2,1999,SK53D
species2,2000,SK53D
species2,2000,SK53D
species2,2000,SK53D
species2,2001,SK53D
species2,2001,SK53D
species2,2001,SK53D
species2,2001,SK53D
species2,2001,SK53D
species2,2001,SK53D
species2,2002,SK53D
species2,2003,SK53D
species2,2003,SK53D
species2,2003,SK53D
species2,2003,SK53D
species2,2004,SK53D
species2,2006,SK53D
species2,2007,SK53D
species2,2007,SK53D
species2,2007,SK53D
species2,2007,SK53D
species2,2008,SK53D
species2,2008,SK53D
species2,2009,SK53D
species2,1999,SK53G
species2,1999,SK53G
species2,2002,SK53G
species2,2008,SK53G
species2,2009,SK53G
species2,2010,SK53G
species2,2000,SK53G
species2,2003,SK53G
species2,2006,SK53G
species2,2006,SK53G
species2,2007,SK53G
species2,2008,SK53G
species2,2008,SK53G
species2,2008,SK53G
species2,2008,SK53G
species2,2009,SK53G
species2,1998,SK53H
species2,1998,SK53H
species2,1998,SK53H
species2,1998,SK53H
species2,1998,SK53H
species2,1998,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,1999,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2000,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2001,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2002,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2003,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2004,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2005,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2006,SK53H
species2,2007,SK53H
species2,2007,SK53H
species2,2007,SK53H
species2,2007,SK53H
species2,2007,SK53H
species2,2007,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2008,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2009,SK53H
species2,2010,SK53H
species2,2011,SK53H
species2,2011,SK53H
species2,2011,SK53H
species2,1998,SK53I
species2,2000,SK53I
species2,1999,SK53J
species2,2000,SK53J
species2,2000,SK53J
species2,2000,SK53J
species2,2000,SK53J
species2,2001,SK53J
species2,2001,SK53J
species2,2001,SK53J
species2,2002,SK53J
species2,2003,SK53J
species2,2007,SK53J
species2,2000,SK53L
species2,2002,SK53M
species2,2002,SK53M
species2,2003,SK53M
species2,2004,SK53M
species2,2005,SK53M
species2,2005,SK53M
species2,2003,SK53M
species2,2007,SK53M
species2,2010,SK53M
species2,2011,SK53M
species2,1999,SK53M
species2,2000,SK53M
species2,2000,SK53M
species2,2002,SK53M
species2,2003,SK53M
species2,2006,SK53M
species2,2006,SK53M
species2,2006,SK53M
species2,2007,SK53M
species2,2008,SK53M
species2,2008,SK53M
species2,2008,SK53M
species2,2008,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2009,SK53M
species2,2010,SK53M
species2,2010,SK53M
species2,2010,SK53M
species2,2010,SK53M
species2,2010,SK53M
species2,2010,SK53M
species2,2011,SK53M
species2,2011,SK53M
species2,2011,SK53M
species2,2011,SK53M
species2,2008,SK53P
species2,1998,SK53R
species2,2002,SK53R
species2,2002,SK53R
species2,2006,SK53R
species2,2000,SK53R
species2,2001,SK53R
species2,1999,SK53T
species2,1999,SK53T
species2,1999,SK53T
species2,1999,SK53T
species2,1999,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2000,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2002,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2004,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2008,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,2011,SK53T
species2,1998,SK53T
species2,1998,SK53T
species2,1999,SK53T
species2,1999,SK53T
species2,2000,SK53T
species2,2001,SK53T
species2,2001,SK53T
species2,2002,SK53T
species2,2003,SK53T
species2,2003,SK53T
species2,2004,SK53T
species2,2005,SK53T
species2,2005,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2006,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2007,SK53T
species2,2008,SK53T
species2,2009,SK53T
species2,2009,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2010,SK53T
species2,2002,SK53Z
species2,2001,SK545376
species2,2002,SK545376
species2,2000,SK5635
species2,1998,SK581383
species11,2001,SK5036
species11,1998,SK5036
species11,1999,SK5036
species11,1999,SK5036
species11,1999,SK5036
species11,2002,SK5036
species11,2002,SK5036
species11,2002,SK5036
species11,2002,SK5036
species11,2003,SK5036
species11,2003,SK5036
species11,2004,SK5036
species11,2004,SK5036
species11,2004,SK5036
species11,2004,SK5036
species11,2005,SK5036
species11,2005,SK5036
species11,1999,SK523306
species11,2003,SK538346
species11,2003,SK53D
species11,2004,SK53D
species11,2004,SK53D
species11,2005,SK53D
species11,2003,SK53D
species11,2005,SK53D
species11,2004,SK53E
species11,1999,SK53G
species11,2000,SK53G
species11,1998,SK53H
species11,1998,SK53H
species11,1998,SK53H
species11,2000,SK53H
species11,2003,SK53H
species11,2003,SK53H
species11,2004,SK53H
species11,2004,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,2005,SK53H
species11,1998,SK53J
species11,1999,SK53J
species11,1999,SK53J
species11,1999,SK53J
species11,1999,SK53J
species11,1999,SK53J
species11,2000,SK53J
species11,2000,SK53J
species11,2001,SK53J
species11,2002,SK53J
species11,2002,SK53J
species11,2002,SK53J
species11,2002,SK53J
species11,2003,SK53J
species11,2004,SK53J
species11,2004,SK53J
species11,2004,SK53J
species11,2004,SK53J
species11,2004,SK53J
species11,2005,SK53J
species11,2005,SK53J
species11,2005,SK53J
species11,2004,SK53K
species11,2005,SK53M
species11,1999,SK53M
species11,2000,SK53M
species11,2002,SK53M
species11,2005,SK53M
species11,2005,SK53M
species11,2000,SK53T
species11,2005,SK53T
species11,2002,SK53Z
species8,2001,SK5036
species8,1999,SK5036
species8,1999,SK5036
species8,1999,SK5036
species8,1999,SK5036
species8,2000,SK5036
species8,2000,SK5036
species8,2000,SK5036
species8,2000,SK5036
species8,2001,SK5036
species8,2001,SK5036
species8,2002,SK5036
species8,2002,SK5036
species8,2002,SK5036
species8,2002,SK5036
species8,2002,SK5036
species8,2003,SK5036
species8,2003,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2004,SK5036
species8,2005,SK5036
species8,2005,SK5036
species8,2005,SK5036
species8,2005,SK5036
species8,2000,SK523306
species8,2002,SK523306
species8,2003,SK523306
species8,2006,SK538346
species8,1999,SK53A
species8,2000,SK53A
species8,2000,SK53A
species8,2010,SK53A
species8,2002,SK53D
species8,2003,SK53D
species8,2011,SK53D
species8,2001,SK53D
species8,2001,SK53D
species8,2004,SK53E
species8,2003,SK53F
species8,2004,SK53F
species8,1998,SK53G
species8,2002,SK53G
species8,2007,SK53G
species8,2007,SK53G
species8,2007,SK53G
species8,2007,SK53G
species8,2007,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,1999,SK53G
species8,1999,SK53G
species8,2000,SK53G
species8,2003,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,2008,SK53G
species8,1998,SK53H
species8,1998,SK53H
species8,1998,SK53H
species8,1998,SK53H
species8,1998,SK53H
species8,1998,SK53H
species8,1998,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,1999,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2000,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2001,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2002,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2003,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
species8,2004,SK53H
